"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 25, 2018","158,500","155,500","159,000","154,000","775.67K","1.28%"
"Jan 24, 2018","156,500","160,500","162,000","156,000","636.97K","-2.80%"
"Jan 23, 2018","161,000","163,000","167,500","161,000","727.56K","-0.92%"
"Jan 22, 2018","162,500","162,500","164,000","158,500","528.45K","0.31%"
"Jan 21, 2018","162,000","162,000","162,000","162,000","-","0.00%"
"Jan 19, 2018","162,000","155,000","162,000","154,500","636.42K","4.52%"
"Jan 18, 2018","155,000","157,500","158,000","154,000","321.93K","-1.59%"
"Jan 17, 2018","157,500","157,000","159,000","156,000","362.73K","-0.32%"
"Jan 16, 2018","158,000","153,500","158,000","153,000","386.95K","1.94%"
"Jan 15, 2018","155,000","154,000","155,000","151,000","315.55K","0.65%"
"Jan 12, 2018","154,000","153,500","156,000","153,500","370.55K","-0.65%"
"Jan 11, 2018","155,000","156,000","156,500","152,500","476.28K","-0.32%"
"Jan 10, 2018","155,500","152,500","158,000","152,000","650.56K","1.97%"
"Jan 09, 2018","152,500","151,000","152,500","149,500","450.37K","0.99%"
